	station_id	stationname	date	daytype	rides	newDates	season
953492	40580	54th/Cermak	03/11/2008	W	1926	2008-03-11	Spring
810690	40580	54th/Cermak	03/12/2008	W	1963	2008-03-12	Spring
932360	40580	54th/Cermak	03/13/2008	W	1919	2008-03-13	Spring
394130	40580	54th/Cermak	03/14/2008	W	1943	2008-03-14	Spring
290554	40580	54th/Cermak	03/15/2008	A	937	2008-03-15	Spring
194246	40580	54th/Cermak	03/16/2008	U	626	2008-03-16	Spring
610402	40580	54th/Cermak	03/17/2008	W	1916	2008-03-17	Spring
653962	40580	54th/Cermak	03/18/2008	W	1881	2008-03-18	Spring
503774	40580	54th/Cermak	03/19/2008	W	1871	2008-03-19	Spring
322420	40580	54th/Cermak	03/20/2008	W	1864	2008-03-20	Spring
789500	40580	54th/Cermak	03/21/2008	W	1525	2008-03-21	Spring
892093	40580	54th/Cermak	03/22/2008	A	831	2008-03-22	Spring
747499	40580	54th/Cermak	03/23/2008	U	515	2008-03-23	Spring
162995	40580	54th/Cermak	03/24/2008	W	1771	2008-03-24	Spring
897952	40580	54th/Cermak	03/25/2008	W	1848	2008-03-25	Spring
601266	40580	54th/Cermak	03/26/2008	W	1940	2008-03-26	Spring
397560	40580	54th/Cermak	03/27/2008	W	1789	2008-03-27	Spring
931300	40580	54th/Cermak	03/28/2008	W	1858	2008-03-28	Spring
684090	40580	54th/Cermak	03/29/2008	A	991	2008-03-29	Spring
322411	40580	54th/Cermak	03/30/2008	U	571	2008-03-30	Spring
287139	40580	54th/Cermak	03/31/2008	W	1881	2008-03-31	Spring
788195	40580	54th/Cermak	04/01/2008	W	2000	2008-04-01	Spring
142684	40580	54th/Cermak	04/02/2008	W	2050	2008-04-02	Spring
500533	40580	54th/Cermak	04/03/2008	W	1996	2008-04-03	Spring
462579	40580	54th/Cermak	04/04/2008	W	1980	2008-04-04	Spring
638510	40580	54th/Cermak	04/05/2008	A	1104	2008-04-05	Spring
922950	40580	54th/Cermak	04/06/2008	U	718	2008-04-06	Spring
706728	40580	54th/Cermak	04/07/2008	W	2017	2008-04-07	Spring
738244	40580	54th/Cermak	04/08/2008	W	2077	2008-04-08	Spring
737702	40580	54th/Cermak	04/09/2008	W	2042	2008-04-09	Spring
782885	40580	54th/Cermak	04/10/2008	W	1929	2008-04-10	Spring
983117	40580	54th/Cermak	04/11/2008	W	1961	2008-04-11	Spring
585121	40580	54th/Cermak	04/12/2008	A	878	2008-04-12	Spring
235271	40580	54th/Cermak	04/13/2008	U	617	2008-04-13	Spring
326558	40580	54th/Cermak	04/14/2008	W	1967	2008-04-14	Spring
950040	40580	54th/Cermak	04/15/2008	W	2076	2008-04-15	Spring
468643	40580	54th/Cermak	04/16/2008	W	2117	2008-04-16	Spring
591243	40580	54th/Cermak	04/17/2008	W	2151	2008-04-17	Spring
910411	40580	54th/Cermak	04/18/2008	W	2039	2008-04-18	Spring
159126	40580	54th/Cermak	04/19/2008	A	1057	2008-04-19	Spring
508201	40580	54th/Cermak	04/20/2008	U	777	2008-04-20	Spring
873456	40580	54th/Cermak	04/21/2008	W	2010	2008-04-21	Spring
765217	40580	54th/Cermak	04/22/2008	W	2033	2008-04-22	Spring
206543	40580	54th/Cermak	04/23/2008	W	2433	2008-04-23	Spring
645951	40580	54th/Cermak	04/24/2008	W	2066	2008-04-24	Spring
750716	40580	54th/Cermak	04/25/2008	W	2100	2008-04-25	Spring
447293	40580	54th/Cermak	04/26/2008	A	975	2008-04-26	Spring
956807	40580	54th/Cermak	04/27/2008	U	674	2008-04-27	Spring
470956	40580	54th/Cermak	04/28/2008	W	1891	2008-04-28	Spring
951913	40580	54th/Cermak	04/29/2008	W	2023	2008-04-29	Spring
874190	40580	54th/Cermak	04/30/2008	W	2091	2008-04-30	Spring
350256	40580	54th/Cermak	05/01/2008	W	2238	2008-05-01	Spring
509453	40580	54th/Cermak	05/02/2008	W	2059	2008-05-02	Spring
333707	40580	54th/Cermak	05/03/2008	A	1004	2008-05-03	Spring
625542	40580	54th/Cermak	05/04/2008	U	868	2008-05-04	Spring
242602	40580	54th/Cermak	05/05/2008	W	2114	2008-05-05	Spring
470386	40580	54th/Cermak	05/06/2008	W	2129	2008-05-06	Spring
607840	40580	54th/Cermak	05/07/2008	W	1995	2008-05-07	Spring
851111	40580	54th/Cermak	05/08/2008	W	2066	2008-05-08	Spring
616878	40580	54th/Cermak	05/09/2008	W	2008	2008-05-09	Spring
390897	40580	54th/Cermak	05/10/2008	A	977	2008-05-10	Spring
982200	40580	54th/Cermak	05/11/2008	U	511	2008-05-11	Spring
623372	40580	54th/Cermak	05/12/2008	W	1999	2008-05-12	Spring
234131	40580	54th/Cermak	05/13/2008	W	2024	2008-05-13	Spring
938616	40580	54th/Cermak	05/14/2008	W	2139	2008-05-14	Spring
319178	40580	54th/Cermak	05/15/2008	W	1997	2008-05-15	Spring
969900	40580	54th/Cermak	05/16/2008	W	2058	2008-05-16	Spring
352003	40580	54th/Cermak	05/17/2008	A	1026	2008-05-17	Spring
880673	40580	54th/Cermak	05/18/2008	U	723	2008-05-18	Spring
392229	40580	54th/Cermak	05/19/2008	W	2010	2008-05-19	Spring
151515	40580	54th/Cermak	05/20/2008	W	2006	2008-05-20	Spring
447313	40580	54th/Cermak	05/21/2008	W	2086	2008-05-21	Spring
842698	40580	54th/Cermak	05/22/2008	W	2056	2008-05-22	Spring
894157	40580	54th/Cermak	05/23/2008	W	1976	2008-05-23	Spring
284060	40580	54th/Cermak	05/24/2008	A	945	2008-05-24	Spring
757815	40580	54th/Cermak	05/25/2008	U	745	2008-05-25	Spring
682900	40580	54th/Cermak	05/26/2008	U	830	2008-05-26	Spring
343279	40580	54th/Cermak	05/27/2008	W	1900	2008-05-27	Spring
533893	40580	54th/Cermak	05/28/2008	W	2036	2008-05-28	Spring
538434	40580	54th/Cermak	05/29/2008	W	2063	2008-05-29	Spring
303270	40580	54th/Cermak	05/30/2008	W	1871	2008-05-30	Spring
956921	40580	54th/Cermak	05/31/2008	A	1083	2008-05-31	Spring
170734	40580	54th/Cermak	06/01/2008	U	837	2008-06-01	Summer
428963	40580	54th/Cermak	06/02/2008	W	2117	2008-06-02	Summer
788428	40580	54th/Cermak	06/03/2008	W	2033	2008-06-03	Summer
714338	40580	54th/Cermak	06/04/2008	W	2076	2008-06-04	Summer
814637	40580	54th/Cermak	06/05/2008	W	2188	2008-06-05	Summer
857590	40580	54th/Cermak	06/06/2008	W	2108	2008-06-06	Summer
659898	40580	54th/Cermak	06/07/2008	A	998	2008-06-07	Summer
740193	40580	54th/Cermak	06/08/2008	U	783	2008-06-08	Summer
626881	40580	54th/Cermak	06/09/2008	W	2061	2008-06-09	Summer
986790	40580	54th/Cermak	06/10/2008	W	2293	2008-06-10	Summer
799509	40580	54th/Cermak	06/11/2008	W	2242	2008-06-11	Summer
890339	40580	54th/Cermak	06/12/2008	W	2244	2008-06-12	Summer
264333	40580	54th/Cermak	06/13/2008	W	2064	2008-06-13	Summer
623305	40580	54th/Cermak	06/14/2008	A	1171	2008-06-14	Summer
979871	40580	54th/Cermak	06/15/2008	U	673	2008-06-15	Summer
738281	40580	54th/Cermak	06/16/2008	W	2159	2008-06-16	Summer
451803	40580	54th/Cermak	06/17/2008	W	2112	2008-06-17	Summer
607837	40580	54th/Cermak	06/18/2008	W	2170	2008-06-18	Summer
343825	40580	54th/Cermak	06/19/2008	W	2197	2008-06-19	Summer
843094	40580	54th/Cermak	06/20/2008	W	2223	2008-06-20	Summer
505937	40580	54th/Cermak	06/21/2008	A	1092	2008-06-21	Summer
994215	40580	54th/Cermak	06/22/2008	U	790	2008-06-22	Summer
459863	40580	54th/Cermak	06/23/2008	W	2176	2008-06-23	Summer
789241	40580	54th/Cermak	06/24/2008	W	2164	2008-06-24	Summer
254845	40580	54th/Cermak	06/25/2008	W	2138	2008-06-25	Summer
876263	40580	54th/Cermak	06/26/2008	W	2191	2008-06-26	Summer
539389	40580	54th/Cermak	06/27/2008	W	2273	2008-06-27	Summer
185845	40580	54th/Cermak	06/28/2008	A	1341	2008-06-28	Summer
349821	40580	54th/Cermak	06/29/2008	U	1231	2008-06-29	Summer
512412	40580	54th/Cermak	06/30/2008	W	2314	2008-06-30	Summer
208017	40580	54th/Cermak	07/01/2008	W	2449	2008-07-01	Summer
466085	40580	54th/Cermak	07/02/2008	W	2271	2008-07-02	Summer
838942	40580	54th/Cermak	07/03/2008	W	3792	2008-07-03	Summer
799304	40580	54th/Cermak	07/04/2008	U	1424	2008-07-04	Summer
146879	40580	54th/Cermak	07/05/2008	A	1275	2008-07-05	Summer
606124	40580	54th/Cermak	07/06/2008	U	1044	2008-07-06	Summer
725873	40580	54th/Cermak	07/07/2008	W	2029	2008-07-07	Summer
205879	40580	54th/Cermak	07/08/2008	W	2194	2008-07-08	Summer
547596	40580	54th/Cermak	07/09/2008	W	2271	2008-07-09	Summer
303213	40580	54th/Cermak	07/10/2008	W	2205	2008-07-10	Summer
499737	40580	54th/Cermak	07/11/2008	W	2154	2008-07-11	Summer
671308	40580	54th/Cermak	07/12/2008	A	1083	2008-07-12	Summer
530151	40580	54th/Cermak	07/13/2008	U	848	2008-07-13	Summer
971662	40580	54th/Cermak	07/14/2008	W	2164	2008-07-14	Summer
758924	40580	54th/Cermak	07/15/2008	W	2265	2008-07-15	Summer
721872	40580	54th/Cermak	07/16/2008	W	2232	2008-07-16	Summer
252649	40580	54th/Cermak	07/17/2008	W	2253	2008-07-17	Summer
461585	40580	54th/Cermak	07/18/2008	W	2124	2008-07-18	Summer
176289	40580	54th/Cermak	07/19/2008	A	980	2008-07-19	Summer
307533	40580	54th/Cermak	07/20/2008	U	905	2008-07-20	Summer
748531	40580	54th/Cermak	07/21/2008	W	2045	2008-07-21	Summer
951760	40580	54th/Cermak	07/22/2008	W	2208	2008-07-22	Summer
352592	40580	54th/Cermak	07/23/2008	W	2228	2008-07-23	Summer
341023	40580	54th/Cermak	07/24/2008	W	2214	2008-07-24	Summer
218173	40580	54th/Cermak	07/25/2008	W	2180	2008-07-25	Summer
295440	40580	54th/Cermak	07/26/2008	A	1250	2008-07-26	Summer
623910	40580	54th/Cermak	07/27/2008	U	814	2008-07-27	Summer
884902	40580	54th/Cermak	07/28/2008	W	2203	2008-07-28	Summer
555479	40580	54th/Cermak	07/29/2008	W	2223	2008-07-29	Summer
759941	40580	54th/Cermak	07/30/2008	W	2159	2008-07-30	Summer
452057	40580	54th/Cermak	07/31/2008	W	2133	2008-07-31	Summer
893360	40580	54th/Cermak	08/01/2008	W	2201	2008-08-01	Summer
142093	40580	54th/Cermak	08/02/2008	A	1157	2008-08-02	Summer
163388	40580	54th/Cermak	08/03/2008	U	971	2008-08-03	Summer
575548	40580	54th/Cermak	08/04/2008	W	1965	2008-08-04	Summer
227935	40580	54th/Cermak	08/05/2008	W	2080	2008-08-05	Summer
408903	40580	54th/Cermak	08/06/2008	W	2220	2008-08-06	Summer
782515	40580	54th/Cermak	08/07/2008	W	2389	2008-08-07	Summer
526769	40580	54th/Cermak	08/08/2008	W	2139	2008-08-08	Summer
541667	40580	54th/Cermak	08/09/2008	A	1072	2008-08-09	Summer
841815	40580	54th/Cermak	08/10/2008	U	884	2008-08-10	Summer
626353	40580	54th/Cermak	08/11/2008	W	2030	2008-08-11	Summer
866572	40580	54th/Cermak	08/12/2008	W	2164	2008-08-12	Summer
420374	40580	54th/Cermak	08/13/2008	W	2150	2008-08-13	Summer
607111	40580	54th/Cermak	08/14/2008	W	2173	2008-08-14	Summer
375246	40580	54th/Cermak	08/15/2008	W	2159	2008-08-15	Summer
297239	40580	54th/Cermak	08/16/2008	A	1352	2008-08-16	Summer
191093	40580	54th/Cermak	08/17/2008	U	1145	2008-08-17	Summer
296494	40580	54th/Cermak	08/18/2008	W	2134	2008-08-18	Summer
542588	40580	54th/Cermak	08/19/2008	W	2108	2008-08-19	Summer
518663	40580	54th/Cermak	08/20/2008	W	2225	2008-08-20	Summer
1013383	40580	54th/Cermak	08/21/2008	W	2212	2008-08-21	Summer
808801	40580	54th/Cermak	08/22/2008	W	2122	2008-08-22	Summer
172755	40580	54th/Cermak	08/23/2008	A	1164	2008-08-23	Summer
970110	40580	54th/Cermak	08/24/2008	U	944	2008-08-24	Summer
574274	40580	54th/Cermak	08/25/2008	W	2161	2008-08-25	Summer
400251	40580	54th/Cermak	08/26/2008	W	2296	2008-08-26	Summer
338070	40580	54th/Cermak	08/27/2008	W	2222	2008-08-27	Summer
353165	40580	54th/Cermak	08/28/2008	W	2184	2008-08-28	Summer
660661	40580	54th/Cermak	08/29/2008	W	2157	2008-08-29	Summer
454181	40580	54th/Cermak	08/30/2008	A	1074	2008-08-30	Summer
715779	40580	54th/Cermak	08/31/2008	U	857	2008-08-31	Summer
807630	40580	54th/Cermak	09/01/2008	U	939	2008-09-01	Fall
838031	40580	54th/Cermak	09/02/2008	W	2150	2008-09-02	Fall
557237	40580	54th/Cermak	09/03/2008	W	2333	2008-09-03	Fall
381749	40580	54th/Cermak	09/04/2008	W	2095	2008-09-04	Fall
960214	40580	54th/Cermak	09/05/2008	W	2262	2008-09-05	Fall
679651	40580	54th/Cermak	09/06/2008	A	1161	2008-09-06	Fall
951877	40580	54th/Cermak	09/07/2008	U	800	2008-09-07	Fall
665748	40580	54th/Cermak	09/08/2008	W	2152	2008-09-08	Fall
757875	40580	54th/Cermak	09/09/2008	W	2290	2008-09-09	Fall
649220	40580	54th/Cermak	09/10/2008	W	2343	2008-09-10	Fall
453714	40580	54th/Cermak	09/11/2008	W	2264	2008-09-11	Fall
471325	40580	54th/Cermak	09/12/2008	W	2239	2008-09-12	Fall
309343	40580	54th/Cermak	09/13/2008	A	887	2008-09-13	Fall
285982	40580	54th/Cermak	09/14/2008	U	626	2008-09-14	Fall
205232	40580	54th/Cermak	09/15/2008	W	2371	2008-09-15	Fall
495537	40580	54th/Cermak	09/16/2008	W	2327	2008-09-16	Fall
244020	40580	54th/Cermak	09/17/2008	W	2370	2008-09-17	Fall
190302	40580	54th/Cermak	09/18/2008	W	2270	2008-09-18	Fall
372944	40580	54th/Cermak	09/19/2008	W	2232	2008-09-19	Fall
504327	40580	54th/Cermak	09/20/2008	A	1199	2008-09-20	Fall
735888	40580	54th/Cermak	09/21/2008	U	817	2008-09-21	Fall
514007	40580	54th/Cermak	09/22/2008	W	2230	2008-09-22	Fall
457173	40580	54th/Cermak	09/23/2008	W	2286	2008-09-23	Fall
321272	40580	54th/Cermak	09/24/2008	W	2297	2008-09-24	Fall
470666	40580	54th/Cermak	09/25/2008	W	2344	2008-09-25	Fall
953107	40580	54th/Cermak	09/26/2008	W	2290	2008-09-26	Fall
478521	40580	54th/Cermak	09/27/2008	A	1070	2008-09-27	Fall
415031	40580	54th/Cermak	09/28/2008	U	733	2008-09-28	Fall
942823	40580	54th/Cermak	09/29/2008	W	2078	2008-09-29	Fall
472943	40580	54th/Cermak	09/30/2008	W	2332	2008-09-30	Fall
361909	40580	54th/Cermak	10/01/2008	W	2300	2008-10-01	Fall
158838	40580	54th/Cermak	10/02/2008	W	2337	2008-10-02	Fall
289358	40580	54th/Cermak	10/03/2008	W	2210	2008-10-03	Fall
756765	40580	54th/Cermak	10/04/2008	A	1073	2008-10-04	Fall
470975	40580	54th/Cermak	10/05/2008	U	739	2008-10-05	Fall
315067	40580	54th/Cermak	10/06/2008	W	2275	2008-10-06	Fall
951798	40580	54th/Cermak	10/07/2008	W	2284	2008-10-07	Fall
225789	40580	54th/Cermak	10/08/2008	W	2288	2008-10-08	Fall
261797	40580	54th/Cermak	10/09/2008	W	2342	2008-10-09	Fall
377608	40580	54th/Cermak	10/10/2008	W	2227	2008-10-10	Fall
427866	40580	54th/Cermak	10/11/2008	A	1179	2008-10-11	Fall
565845	40580	54th/Cermak	10/12/2008	U	873	2008-10-12	Fall
432905	40580	54th/Cermak	10/13/2008	W	2105	2008-10-13	Fall
146285	40580	54th/Cermak	10/14/2008	W	2273	2008-10-14	Fall
209788	40580	54th/Cermak	10/15/2008	W	2350	2008-10-15	Fall
284951	40580	54th/Cermak	10/16/2008	W	2286	2008-10-16	Fall
340978	40580	54th/Cermak	10/17/2008	W	2225	2008-10-17	Fall
626410	40580	54th/Cermak	10/18/2008	A	1040	2008-10-18	Fall
337927	40580	54th/Cermak	10/19/2008	U	745	2008-10-19	Fall
322635	40580	54th/Cermak	10/20/2008	W	2187	2008-10-20	Fall
498524	40580	54th/Cermak	10/21/2008	W	2349	2008-10-21	Fall
556585	40580	54th/Cermak	10/22/2008	W	2283	2008-10-22	Fall
261350	40580	54th/Cermak	10/23/2008	W	2300	2008-10-23	Fall
635313	40580	54th/Cermak	10/24/2008	W	2179	2008-10-24	Fall
781450	40580	54th/Cermak	10/25/2008	A	1047	2008-10-25	Fall
362291	40580	54th/Cermak	10/26/2008	U	746	2008-10-26	Fall
486797	40580	54th/Cermak	10/27/2008	W	2066	2008-10-27	Fall
227873	40580	54th/Cermak	10/28/2008	W	2127	2008-10-28	Fall
970892	40580	54th/Cermak	10/29/2008	W	2117	2008-10-29	Fall
222808	40580	54th/Cermak	10/30/2008	W	2224	2008-10-30	Fall
587799	40580	54th/Cermak	10/31/2008	W	2114	2008-10-31	Fall
442815	40580	54th/Cermak	11/01/2008	A	1028	2008-11-01	Fall
239929	40580	54th/Cermak	11/02/2008	U	764	2008-11-02	Fall
285147	40580	54th/Cermak	11/03/2008	W	2196	2008-11-03	Fall
617662	40580	54th/Cermak	11/04/2008	W	2380	2008-11-04	Fall
538171	40580	54th/Cermak	11/05/2008	W	2241	2008-11-05	Fall
778331	40580	54th/Cermak	11/06/2008	W	2226	2008-11-06	Fall
698112	40580	54th/Cermak	11/07/2008	W	2303	2008-11-07	Fall
1007936	40580	54th/Cermak	11/08/2008	A	988	2008-11-08	Fall
571124	40580	54th/Cermak	11/09/2008	U	662	2008-11-09	Fall
339380	40580	54th/Cermak	11/10/2008	W	2109	2008-11-10	Fall
936192	40580	54th/Cermak	11/11/2008	W	2007	2008-11-11	Fall
600483	40580	54th/Cermak	11/12/2008	W	2157	2008-11-12	Fall
538616	40580	54th/Cermak	11/13/2008	W	2107	2008-11-13	Fall
222757	40580	54th/Cermak	11/14/2008	W	2036	2008-11-14	Fall
958619	40580	54th/Cermak	11/15/2008	A	974	2008-11-15	Fall
290166	40580	54th/Cermak	11/16/2008	U	690	2008-11-16	Fall
384645	40580	54th/Cermak	11/17/2008	W	2099	2008-11-17	Fall
138793	40580	54th/Cermak	11/18/2008	W	2122	2008-11-18	Fall
416401	40580	54th/Cermak	11/19/2008	W	2108	2008-11-19	Fall
209162	40580	54th/Cermak	11/20/2008	W	2083	2008-11-20	Fall
794559	40580	54th/Cermak	11/21/2008	W	1920	2008-11-21	Fall
624881	40580	54th/Cermak	11/22/2008	A	1173	2008-11-22	Fall
815253	40580	54th/Cermak	11/23/2008	U	650	2008-11-23	Fall
730948	40580	54th/Cermak	11/24/2008	W	2039	2008-11-24	Fall
309565	40580	54th/Cermak	11/25/2008	W	2048	2008-11-25	Fall
852009	40580	54th/Cermak	11/26/2008	W	1958	2008-11-26	Fall
574944	40580	54th/Cermak	11/27/2008	U	586	2008-11-27	Fall
380265	40580	54th/Cermak	11/28/2008	W	1330	2008-11-28	Fall
700222	40580	54th/Cermak	11/29/2008	A	931	2008-11-29	Fall
302928	40580	54th/Cermak	11/30/2008	U	649	2008-11-30	Fall
315204	40580	54th/Cermak	12/01/2008	W	1907	2008-12-01	Winter
574379	40580	54th/Cermak	12/02/2008	W	2153	2008-12-02	Winter
565517	40580	54th/Cermak	12/03/2008	W	2120	2008-12-03	Winter
913231	40580	54th/Cermak	12/04/2008	W	2163	2008-12-04	Winter
368626	40580	54th/Cermak	12/05/2008	W	1828	2008-12-05	Winter
425606	40580	54th/Cermak	12/06/2008	A	918	2008-12-06	Winter
744948	40580	54th/Cermak	12/07/2008	U	650	2008-12-07	Winter
617853	40580	54th/Cermak	12/08/2008	W	2012	2008-12-08	Winter
935330	40580	54th/Cermak	12/09/2008	W	1936	2008-12-09	Winter
146905	40580	54th/Cermak	12/10/2008	W	2019	2008-12-10	Winter
483897	40580	54th/Cermak	12/11/2008	W	2004	2008-12-11	Winter
821655	40580	54th/Cermak	12/12/2008	W	1976	2008-12-12	Winter
285455	40580	54th/Cermak	12/13/2008	A	941	2008-12-13	Winter
826378	40580	54th/Cermak	12/14/2008	U	677	2008-12-14	Winter
800663	40580	54th/Cermak	12/15/2008	W	1780	2008-12-15	Winter
969907	40580	54th/Cermak	12/16/2008	W	1913	2008-12-16	Winter
740270	40580	54th/Cermak	12/17/2008	W	1901	2008-12-17	Winter
379446	40580	54th/Cermak	12/18/2008	W	1900	2008-12-18	Winter
173002	40580	54th/Cermak	12/19/2008	W	1861	2008-12-19	Winter
866523	40580	54th/Cermak	12/20/2008	A	926	2008-12-20	Winter
928978	40580	54th/Cermak	12/21/2008	U	501	2008-12-21	Winter
581878	40580	54th/Cermak	12/22/2008	W	1524	2008-12-22	Winter
579658	40580	54th/Cermak	12/23/2008	W	1729	2008-12-23	Winter
149310	40580	54th/Cermak	12/24/2008	W	1258	2008-12-24	Winter
361231	40580	54th/Cermak	12/25/2008	U	329	2008-12-25	Winter
621773	40580	54th/Cermak	12/26/2008	W	1340	2008-12-26	Winter
459012	40580	54th/Cermak	12/27/2008	A	848	2008-12-27	Winter
970369	40580	54th/Cermak	12/28/2008	U	641	2008-12-28	Winter
858662	40580	54th/Cermak	12/29/2008	W	1627	2008-12-29	Winter
180731	40580	54th/Cermak	12/30/2008	W	1782	2008-12-30	Winter
837002	40580	54th/Cermak	12/31/2008	W	1446	2008-12-31	Winter
849372	40580	54th/Cermak	01/01/2009	U	484	2009-01-01	Winter
388057	40580	54th/Cermak	01/02/2009	W	1381	2009-01-02	Winter
1011391	40580	54th/Cermak	01/03/2009	A	807	2009-01-03	Winter
910543	40580	54th/Cermak	01/04/2009	U	597	2009-01-04	Winter
395371	40580	54th/Cermak	01/05/2009	W	1751	2009-01-05	Winter
498189	40580	54th/Cermak	01/06/2009	W	1846	2009-01-06	Winter
527836	40580	54th/Cermak	01/07/2009	W	1824	2009-01-07	Winter
937679	40580	54th/Cermak	01/08/2009	W	1851	2009-01-08	Winter
828628	40580	54th/Cermak	01/09/2009	W	1810	2009-01-09	Winter
157709	40580	54th/Cermak	01/10/2009	A	790	2009-01-10	Winter
594553	40580	54th/Cermak	01/11/2009	U	615	2009-01-11	Winter
377522	40580	54th/Cermak	01/12/2009	W	1861	2009-01-12	Winter
423178	40580	54th/Cermak	01/13/2009	W	1752	2009-01-13	Winter
546331	40580	54th/Cermak	01/14/2009	W	1764	2009-01-14	Winter
999791	40580	54th/Cermak	01/15/2009	W	1534	2009-01-15	Winter
231352	40580	54th/Cermak	01/16/2009	W	1535	2009-01-16	Winter
383269	40580	54th/Cermak	01/17/2009	A	751	2009-01-17	Winter
915282	40580	54th/Cermak	01/18/2009	U	644	2009-01-18	Winter
989033	40580	54th/Cermak	01/19/2009	W	1385	2009-01-19	Winter
654010	40580	54th/Cermak	01/20/2009	W	1839	2009-01-20	Winter
355076	40580	54th/Cermak	01/21/2009	W	1973	2009-01-21	Winter
679084	40580	54th/Cermak	01/22/2009	W	2001	2009-01-22	Winter
602172	40580	54th/Cermak	01/23/2009	W	1845	2009-01-23	Winter
550554	40580	54th/Cermak	01/24/2009	A	811	2009-01-24	Winter
352325	40580	54th/Cermak	01/25/2009	U	558	2009-01-25	Winter
793591	40580	54th/Cermak	01/26/2009	W	1890	2009-01-26	Winter
516309	40580	54th/Cermak	01/27/2009	W	1921	2009-01-27	Winter
359307	40580	54th/Cermak	01/28/2009	W	1963	2009-01-28	Winter
411227	40580	54th/Cermak	01/29/2009	W	1897	2009-01-29	Winter
526306	40580	54th/Cermak	01/30/2009	W	1838	2009-01-30	Winter
960404	40580	54th/Cermak	01/31/2009	A	847	2009-01-31	Winter
410457	40580	54th/Cermak	02/01/2009	U	605	2009-02-01	Winter
241659	40580	54th/Cermak	02/02/2009	W	1903	2009-02-02	Winter
720156	40580	54th/Cermak	02/03/2009	W	1905	2009-02-03	Winter
331831	40580	54th/Cermak	02/04/2009	W	1917	2009-02-04	Winter
744292	40580	54th/Cermak	02/05/2009	W	1933	2009-02-05	Winter
141336	40580	54th/Cermak	02/06/2009	W	1968	2009-02-06	Winter
955922	40580	54th/Cermak	02/07/2009	A	1021	2009-02-07	Winter
830053	40580	54th/Cermak	02/08/2009	U	636	2009-02-08	Winter
231210	40580	54th/Cermak	02/09/2009	W	1882	2009-02-09	Winter
561572	40580	54th/Cermak	02/10/2009	W	1912	2009-02-10	Winter
468857	40580	54th/Cermak	02/11/2009	W	1915	2009-02-11	Winter
1013655	40580	54th/Cermak	02/12/2009	W	1863	2009-02-12	Winter
530227	40580	54th/Cermak	02/13/2009	W	1849	2009-02-13	Winter
805583	40580	54th/Cermak	02/14/2009	A	993	2009-02-14	Winter
448452	40580	54th/Cermak	02/15/2009	U	621	2009-02-15	Winter
192655	40580	54th/Cermak	02/16/2009	W	1587	2009-02-16	Winter
494000	40580	54th/Cermak	02/17/2009	W	1979	2009-02-17	Winter
281171	40580	54th/Cermak	02/18/2009	W	1961	2009-02-18	Winter
857493	40580	54th/Cermak	02/19/2009	W	1900	2009-02-19	Winter
332425	40580	54th/Cermak	02/20/2009	W	1798	2009-02-20	Winter
454556	40580	54th/Cermak	02/21/2009	A	817	2009-02-21	Winter
486896	40580	54th/Cermak	02/22/2009	U	634	2009-02-22	Winter
708202	40580	54th/Cermak	02/23/2009	W	1812	2009-02-23	Winter
333667	40580	54th/Cermak	02/24/2009	W	1882	2009-02-24	Winter
461795	40580	54th/Cermak	02/25/2009	W	1863	2009-02-25	Winter
470724	40580	54th/Cermak	02/26/2009	W	1812	2009-02-26	Winter
663041	40580	54th/Cermak	02/27/2009	W	1773	2009-02-27	Winter
864065	40580	54th/Cermak	02/28/2009	A	893	2009-02-28	Winter
879412	40580	54th/Cermak	03/01/2009	U	616	2009-03-01	Spring
218791	40580	54th/Cermak	03/02/2009	W	1609	2009-03-02	Spring
394935	40580	54th/Cermak	03/03/2009	W	1856	2009-03-03	Spring
766900	40580	54th/Cermak	03/04/2009	W	1966	2009-03-04	Spring
390975	40580	54th/Cermak	03/05/2009	W	1939	2009-03-05	Spring
742870	40580	54th/Cermak	03/06/2009	W	1935	2009-03-06	Spring
607480	40580	54th/Cermak	03/07/2009	A	790	2009-03-07	Spring
953286	40580	54th/Cermak	03/08/2009	U	578	2009-03-08	Spring
491764	40580	54th/Cermak	03/09/2009	W	1968	2009-03-09	Spring
556455	40580	54th/Cermak	03/10/2009	W	1878	2009-03-10	Spring
786853	40580	54th/Cermak	03/11/2009	W	1933	2009-03-11	Spring
313502	40580	54th/Cermak	03/12/2009	W	1809	2009-03-12	Spring
